Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{801}$,1156.0,1.0,1.2,1.0,0.0,1.0,50.0,0.8,159.0,2.0,0.0,322.0,547.0,470.0,7.0,0.0,15.0,1.0,1.0,0.0,0.0,342
$A_{802}$,814.0,1.0,1.1,1.0,2.0,0.0,41.0,0.8,177.0,2.0,10.0,1092.0,1406.0,1944.0,16.0,6.0,12.0,1.0,0.0,0.0,1.0,1019
$A_{803}$,1436.0,0.0,2.5,1.0,0.0,1.0,42.0,0.9,124.0,8.0,1.0,1826.0,1836.0,2736.0,12.0,5.0,19.0,1.0,1.0,0.0,3.0,615
$A_{804}$,1452.0,1.0,0.5,1.0,1.0,1.0,25.0,0.9,123.0,6.0,11.0,42.0,1040.0,2669.0,12.0,10.0,13.0,1.0,0.0,0.0,2.0,731
$A_{805}$,1814.0,0.0,1.4,1.0,1.0,1.0,9.0,0.4,141.0,2.0,2.0,756.0,786.0,3556.0,18.0,12.0,16.0,1.0,0.0,0.0,3.0,1199
$A_{806}$,1655.0,1.0,0.5,1.0,6.0,1.0,4.0,0.1,105.0,3.0,12.0,626.0,1348.0,673.0,10.0,3.0,12.0,1.0,0.0,0.0,0.0,491
$A_{807}$,1067.0,1.0,1.7,1.0,0.0,0.0,58.0,0.5,135.0,7.0,0.0,79.0,681.0,706.0,12.0,9.0,16.0,0.0,1.0,0.0,0.0,709
$A_{808}$,904.0,0.0,2.7,1.0,4.0,0.0,19.0,0.6,147.0,6.0,7.0,1094.0,1496.0,545.0,19.0,18.0,16.0,0.0,0.0,0.0,0.0,1329
$A_{809}$,1193.0,1.0,3.0,0.0,10.0,0.0,56.0,0.4,196.0,3.0,17.0,674.0,864.0,2394.0,19.0,11.0,14.0,1.0,1.0,0.0,2.0,690
$A_{810}$,925.0,1.0,2.1,0.0,9.0,0.0,56.0,0.2,196.0,1.0,14.0,1262.0,1520.0,2466.0,8.0,0.0,5.0,1.0,0.0,0.0,2.0,1336
$A_{811}$,574.0,1.0,2.0,1.0,0.0,1.0,26.0,0.5,118.0,6.0,2.0,382.0,1364.0,1303.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,251
$A_{812}$,1254.0,1.0,1.2,0.0,2.0,1.0,27.0,0.2,134.0,2.0,10.0,1288.0,1372.0,817.0,14.0,1.0,16.0,1.0,1.0,1.0,0.0,125
$A_{813}$,1053.0,0.0,2.9,0.0,7.0,0.0,42.0,0.9,126.0,6.0,17.0,419.0,1261.0,1339.0,17.0,0.0,14.0,0.0,0.0,1.0,0.0,1382
$A_{814}$,509.0,1.0,0.6,1.0,2.0,1.0,9.0,0.1,93.0,5.0,15.0,1137.0,1224.0,513.0,19.0,10.0,12.0,1.0,0.0,0.0,0.0,398
$A_{815}$,1844.0,1.0,2.3,1.0,1.0,0.0,51.0,0.7,158.0,8.0,3.0,533.0,882.0,1724.0,5.0,1.0,14.0,0.0,1.0,1.0,1.0,316
$A_{816}$,977.0,1.0,2.8,1.0,2.0,0.0,35.0,0.6,165.0,2.0,15.0,1502.0,1862.0,3714.0,19.0,3.0,10.0,0.0,1.0,1.0,3.0,288
$A_{817}$,973.0,1.0,1.5,0.0,5.0,1.0,57.0,0.2,190.0,7.0,16.0,457.0,1816.0,2977.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,951
$A_{818}$,1156.0,1.0,2.7,1.0,1.0,1.0,30.0,0.9,173.0,3.0,16.0,945.0,1913.0,2735.0,16.0,15.0,13.0,1.0,0.0,1.0,2.0,120
$A_{819}$,1712.0,0.0,1.4,0.0,1.0,0.0,63.0,0.5,137.0,7.0,12.0,747.0,1126.0,3652.0,16.0,1.0,19.0,1.0,0.0,0.0,3.0,1559
$A_{820}$,1254.0,0.0,1.7,0.0,0.0,1.0,45.0,0.4,146.0,3.0,3.0,1571.0,1956.0,606.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,678
$A_{821}$,1966.0,0.0,0.8,1.0,15.0,1.0,48.0,0.2,144.0,1.0,16.0,1242.0,1973.0,1252.0,6.0,4.0,19.0,1.0,1.0,1.0,2.0,64
$A_{822}$,942.0,0.0,1.4,1.0,8.0,0.0,27.0,0.5,91.0,4.0,9.0,754.0,1532.0,587.0,6.0,3.0,13.0,0.0,1.0,1.0,0.0,619
$A_{823}$,1348.0,1.0,2.0,1.0,5.0,0.0,36.0,0.3,145.0,6.0,6.0,468.0,741.0,2554.0,19.0,1.0,12.0,0.0,1.0,0.0,2.0,756
$A_{824}$,1742.0,0.0,2.3,1.0,9.0,1.0,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2610.0,12.0,3.0,10.0,1.0,0.0,1.0,2.0,444
$A_{825}$,1512.0,0.0,0.6,1.0,1.0,1.0,54.0,0.4,134.0,3.0,2.0,220.0,1838.0,3366.0,7.0,3.0,11.0,1.0,0.0,1.0,3.0,852
$A_{826}$,1020.0,1.0,0.7,1.0,3.0,1.0,27.0,0.7,128.0,4.0,4.0,919.0,1482.0,3204.0,18.0,1.0,9.0,1.0,0.0,1.0,3.0,366
$A_{827}$,1250.0,1.0,1.4,0.0,8.0,0.0,44.0,0.2,182.0,7.0,20.0,703.0,1011.0,1882.0,14.0,1.0,14.0,0.0,0.0,0.0,1.0,1358
$A_{828}$,1008.0,0.0,2.5,0.0,3.0,0.0,36.0,1.0,109.0,1.0,14.0,825.0,1972.0,1083.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,1590
$A_{829}$,1773.0,1.0,2.5,0.0,16.0,1.0,32.0,0.6,170.0,6.0,18.0,1215.0,1472.0,3566.0,17.0,6.0,13.0,1.0,0.0,1.0,3.0,243
$A_{830}$,1303.0,0.0,1.0,1.0,0.0,1.0,15.0,0.1,138.0,3.0,10.0,229.0,1604.0,2574.0,12.0,4.0,14.0,1.0,1.0,1.0,2.0,291
$A_{831}$,1786.0,0.0,1.2,0.0,11.0,0.0,61.0,0.1,123.0,3.0,14.0,74.0,865.0,3033.0,14.0,11.0,17.0,0.0,1.0,0.0,3.0,1387
$A_{832}$,981.0,1.0,1.9,1.0,0.0,0.0,2.0,0.1,136.0,3.0,7.0,75.0,688.0,1539.0,19.0,12.0,19.0,0.0,0.0,0.0,0.0,1118
$A_{833}$,1807.0,1.0,2.1,0.0,2.0,0.0,49.0,0.8,125.0,1.0,10.0,337.0,1384.0,1906.0,17.0,13.0,13.0,0.0,1.0,1.0,2.0,723
$A_{834}$,525.0,1.0,0.5,1.0,5.0,0.0,51.0,0.5,137.0,8.0,11.0,262.0,1587.0,1891.0,18.0,3.0,12.0,0.0,1.0,0.0,1.0,684
$A_{835}$,1481.0,1.0,2.0,1.0,0.0,0.0,35.0,0.5,105.0,3.0,0.0,249.0,522.0,2635.0,17.0,16.0,4.0,1.0,0.0,1.0,2.0,655
$A_{836}$,1567.0,0.0,0.5,1.0,3.0,0.0,22.0,0.5,119.0,6.0,6.0,545.0,1621.0,2312.0,9.0,1.0,18.0,1.0,0.0,0.0,2.0,1485
$A_{837}$,1686.0,1.0,0.5,1.0,4.0,0.0,28.0,0.8,182.0,5.0,8.0,599.0,1073.0,780.0,11.0,10.0,5.0,0.0,0.0,0.0,0.0,1194
$A_{838}$,539.0,0.0,2.0,1.0,1.0,0.0,24.0,0.5,86.0,4.0,2.0,958.0,967.0,1326.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,1106
$A_{839}$,1635.0,0.0,2.6,1.0,0.0,1.0,2.0,0.6,182.0,4.0,0.0,1209.0,1411.0,2315.0,10.0,1.0,2.0,1.0,1.0,0.0,2.0,866
$A_{840}$,1983.0,1.0,0.5,1.0,3.0,0.0,43.0,1.0,87.0,6.0,10.0,349.0,676.0,2775.0,9.0,4.0,3.0,0.0,1.0,1.0,2.0,438
$A_{841}$,1703.0,1.0,1.5,1.0,17.0,1.0,55.0,0.7,138.0,5.0,19.0,1411.0,1711.0,2993.0,5.0,1.0,20.0,1.0,1.0,1.0,3.0,1
$A_{842}$,600.0,0.0,0.5,0.0,1.0,0.0,48.0,0.8,191.0,3.0,7.0,501.0,1465.0,3393.0,12.0,7.0,8.0,1.0,0.0,0.0,2.0,1582
$A_{843}$,1517.0,0.0,2.5,0.0,2.0,1.0,8.0,0.8,169.0,4.0,18.0,570.0,1645.0,2738.0,18.0,16.0,12.0,1.0,0.0,0.0,2.0,1357
$A_{844}$,880.0,0.0,2.0,1.0,1.0,1.0,50.0,0.5,194.0,7.0,3.0,1116.0,1381.0,827.0,15.0,9.0,6.0,1.0,0.0,1.0,0.0,450
$A_{845}$,1807.0,0.0,2.0,1.0,0.0,1.0,13.0,0.5,155.0,8.0,0.0,970.0,974.0,323.0,9.0,3.0,3.0,1.0,1.0,1.0,0.0,245
$A_{846}$,1067.0,0.0,1.8,1.0,11.0,0.0,14.0,0.2,146.0,1.0,15.0,965.0,1009.0,966.0,5.0,0.0,13.0,0.0,0.0,1.0,0.0,1009
$A_{847}$,771.0,1.0,0.5,0.0,3.0,0.0,25.0,1.0,86.0,4.0,6.0,327.0,922.0,770.0,12.0,1.0,20.0,0.0,1.0,0.0,0.0,1311
$A_{848}$,1696.0,0.0,1.7,0.0,1.0,0.0,13.0,0.9,97.0,3.0,2.0,179.0,772.0,523.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,1403
$A_{849}$,904.0,0.0,1.6,1.0,5.0,1.0,14.0,0.2,102.0,8.0,9.0,56.0,760.0,1846.0,7.0,0.0,3.0,1.0,0.0,1.0,1.0,674
$A_{850}$,1162.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,104.0,4.0,10.0,332.0,866.0,1404.0,10.0,3.0,15.0,1.0,1.0,1.0,1.0,1092
$A_{851}$,1143.0,0.0,1.2,1.0,1.0,1.0,22.0,1.0,125.0,3.0,6.0,1116.0,1724.0,1214.0,12.0,5.0,16.0,1.0,1.0,0.0,1.0,715
$A_{852}$,1650.0,0.0,2.3,0.0,0.0,1.0,38.0,0.7,89.0,1.0,1.0,773.0,881.0,324.0,14.0,10.0,2.0,1.0,1.0,1.0,0.0,616
$A_{853}$,1015.0,1.0,0.8,0.0,5.0,0.0,12.0,0.5,102.0,3.0,14.0,335.0,679.0,2293.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,1321
$A_{854}$,936.0,0.0,0.5,1.0,14.0,1.0,14.0,0.1,164.0,3.0,17.0,150.0,1677.0,3761.0,13.0,1.0,12.0,1.0,0.0,0.0,3.0,1004
$A_{855}$,917.0,1.0,0.5,0.0,1.0,1.0,31.0,0.5,88.0,6.0,2.0,423.0,909.0,3424.0,19.0,2.0,13.0,1.0,1.0,0.0,3.0,831
$A_{856}$,695.0,0.0,0.5,0.0,18.0,1.0,12.0,0.6,196.0,2.0,19.0,1649.0,1829.0,2855.0,16.0,13.0,7.0,1.0,1.0,1.0,2.0,260
$A_{857}$,1485.0,1.0,0.9,1.0,0.0,1.0,28.0,0.8,158.0,5.0,1.0,371.0,1023.0,3241.0,14.0,11.0,11.0,1.0,1.0,0.0,3.0,373
$A_{858}$,1794.0,1.0,0.5,1.0,5.0,1.0,55.0,0.5,86.0,7.0,7.0,43.0,627.0,402.0,14.0,7.0,14.0,1.0,0.0,1.0,0.0,117
$A_{859}$,730.0,1.0,1.3,1.0,6.0,0.0,6.0,0.9,167.0,7.0,10.0,1096.0,1155.0,2812.0,10.0,1.0,17.0,0.0,0.0,0.0,2.0,1266
$A_{860}$,1103.0,0.0,1.0,1.0,6.0,0.0,29.0,0.7,111.0,6.0,8.0,990.0,1486.0,1837.0,8.0,7.0,16.0,0.0,1.0,1.0,1.0,654
$A_{861}$,618.0,1.0,0.5,1.0,2.0,1.0,57.0,0.2,88.0,3.0,7.0,879.0,896.0,2399.0,18.0,15.0,17.0,1.0,1.0,1.0,1.0,7
$A_{862}$,1188.0,1.0,1.5,1.0,0.0,0.0,54.0,0.3,198.0,6.0,2.0,1150.0,1469.0,485.0,12.0,7.0,7.0,0.0,1.0,0.0,0.0,665
$A_{863}$,1724.0,1.0,1.8,0.0,0.0,1.0,9.0,0.8,100.0,2.0,1.0,655.0,828.0,3056.0,18.0,16.0,6.0,1.0,0.0,0.0,3.0,1248
$A_{864}$,852.0,0.0,1.0,1.0,4.0,1.0,62.0,0.7,104.0,7.0,13.0,293.0,1159.0,2253.0,17.0,4.0,7.0,1.0,1.0,0.0,1.0,527
$A_{865}$,1770.0,1.0,2.3,0.0,0.0,0.0,9.0,0.6,183.0,6.0,5.0,1098.0,1373.0,3785.0,13.0,10.0,14.0,1.0,0.0,1.0,3.0,1053
$A_{866}$,987.0,0.0,1.3,1.0,0.0,1.0,61.0,0.4,107.0,3.0,9.0,581.0,820.0,3963.0,9.0,4.0,20.0,1.0,0.0,1.0,3.0,707
$A_{867}$,668.0,0.0,2.9,1.0,7.0,0.0,30.0,0.2,195.0,8.0,12.0,522.0,1056.0,2399.0,10.0,5.0,7.0,1.0,1.0,1.0,1.0,374
$A_{868}$,802.0,0.0,0.5,1.0,3.0,0.0,43.0,0.6,153.0,5.0,6.0,527.0,734.0,3063.0,17.0,13.0,4.0,0.0,1.0,0.0,2.0,1271
$A_{869}$,1991.0,1.0,1.8,0.0,11.0,0.0,9.0,0.7,94.0,3.0,12.0,751.0,1377.0,1511.0,17.0,8.0,9.0,0.0,0.0,0.0,1.0,1394
$A_{870}$,1035.0,0.0,0.5,1.0,14.0,1.0,49.0,0.3,178.0,2.0,15.0,574.0,1171.0,3991.0,12.0,4.0,19.0,1.0,0.0,0.0,3.0,913
$A_{871}$,1593.0,1.0,1.0,0.0,0.0,1.0,52.0,0.7,130.0,8.0,0.0,761.0,1336.0,1354.0,15.0,13.0,13.0,1.0,1.0,1.0,1.0,151
$A_{872}$,582.0,0.0,0.5,0.0,8.0,0.0,32.0,0.7,107.0,3.0,11.0,1043.0,1702.0,2977.0,6.0,1.0,20.0,0.0,1.0,1.0,2.0,1207
$A_{873}$,1661.0,1.0,1.4,0.0,0.0,0.0,29.0,0.3,119.0,2.0,0.0,536.0,861.0,591.0,9.0,2.0,9.0,1.0,1.0,1.0,0.0,679
$A_{874}$,579.0,1.0,2.5,0.0,3.0,0.0,7.0,1.0,89.0,8.0,10.0,808.0,1517.0,2908.0,12.0,4.0,11.0,0.0,0.0,1.0,2.0,1250
$A_{875}$,667.0,1.0,0.6,0.0,6.0,1.0,3.0,0.7,185.0,6.0,13.0,13.0,1463.0,2855.0,5.0,0.0,19.0,1.0,0.0,1.0,2.0,740
$A_{876}$,1138.0,0.0,1.4,0.0,12.0,1.0,44.0,0.2,187.0,8.0,17.0,111.0,1138.0,3475.0,19.0,3.0,3.0,1.0,0.0,0.0,3.0,1349
$A_{877}$,950.0,1.0,0.5,0.0,9.0,0.0,55.0,0.1,156.0,5.0,10.0,774.0,843.0,1095.0,14.0,12.0,13.0,0.0,1.0,0.0,0.0,842
$A_{878}$,1497.0,1.0,0.7,0.0,5.0,0.0,32.0,0.7,92.0,3.0,9.0,1920.0,1933.0,1329.0,6.0,1.0,7.0,1.0,1.0,0.0,2.0,1066
$A_{879}$,1965.0,0.0,0.5,0.0,6.0,1.0,4.0,1.0,84.0,7.0,9.0,977.0,1660.0,3535.0,17.0,0.0,16.0,1.0,1.0,1.0,3.0,721
$A_{880}$,1179.0,1.0,0.5,0.0,7.0,1.0,32.0,0.3,182.0,2.0,12.0,85.0,1451.0,340.0,16.0,5.0,16.0,1.0,0.0,0.0,0.0,934
$A_{881}$,1122.0,0.0,1.2,0.0,9.0,0.0,2.0,0.6,120.0,4.0,14.0,331.0,790.0,3291.0,11.0,2.0,13.0,1.0,1.0,1.0,2.0,1044
$A_{882}$,1576.0,1.0,2.0,0.0,0.0,1.0,20.0,0.6,148.0,3.0,0.0,410.0,1551.0,1379.0,17.0,1.0,16.0,1.0,0.0,1.0,1.0,739
$A_{883}$,1002.0,0.0,2.7,1.0,16.0,1.0,11.0,0.4,185.0,6.0,18.0,285.0,512.0,961.0,10.0,7.0,19.0,1.0,0.0,1.0,0.0,219
$A_{884}$,1202.0,1.0,2.4,1.0,0.0,0.0,19.0,0.1,122.0,2.0,1.0,404.0,1742.0,595.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,1305
$A_{885}$,1462.0,1.0,1.7,1.0,1.0,0.0,25.0,0.2,182.0,7.0,18.0,91.0,1478.0,824.0,15.0,5.0,13.0,1.0,0.0,1.0,0.0,401
$A_{886}$,625.0,1.0,1.2,1.0,5.0,1.0,10.0,0.2,183.0,4.0,8.0,635.0,842.0,3323.0,9.0,1.0,7.0,1.0,1.0,1.0,2.0,46
$A_{887}$,1396.0,0.0,1.5,1.0,0.0,1.0,44.0,0.1,118.0,6.0,1.0,173.0,1843.0,1386.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,265
$A_{888}$,790.0,0.0,2.0,1.0,16.0,1.0,11.0,0.3,87.0,6.0,17.0,347.0,730.0,3169.0,6.0,1.0,2.0,1.0,0.0,1.0,2.0,439
$A_{889}$,1108.0,1.0,1.3,1.0,14.0,1.0,2.0,0.3,169.0,7.0,20.0,208.0,1742.0,1229.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,68
$A_{890}$,1724.0,0.0,2.0,1.0,2.0,1.0,57.0,0.5,177.0,3.0,5.0,1605.0,1924.0,2822.0,19.0,3.0,16.0,1.0,1.0,0.0,3.0,577
$A_{891}$,1035.0,1.0,2.7,0.0,1.0,0.0,40.0,0.2,157.0,5.0,15.0,757.0,1912.0,3548.0,14.0,4.0,5.0,0.0,1.0,1.0,3.0,737
$A_{892}$,1093.0,0.0,1.9,1.0,2.0,1.0,22.0,0.3,196.0,8.0,14.0,238.0,807.0,1869.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0,191
$A_{893}$,1413.0,0.0,0.6,0.0,0.0,1.0,13.0,0.1,128.0,1.0,0.0,1323.0,1481.0,515.0,5.0,0.0,18.0,1.0,1.0,0.0,0.0,1160
$A_{894}$,1885.0,0.0,2.4,1.0,12.0,1.0,14.0,0.6,92.0,4.0,15.0,1406.0,1517.0,1277.0,9.0,6.0,16.0,1.0,0.0,1.0,1.0,289
$A_{895}$,1090.0,1.0,2.3,0.0,1.0,1.0,8.0,0.6,128.0,8.0,8.0,1217.0,1670.0,3839.0,17.0,3.0,11.0,1.0,0.0,1.0,3.0,635
$A_{896}$,1403.0,1.0,2.5,1.0,3.0,0.0,62.0,0.9,90.0,4.0,13.0,217.0,1623.0,921.0,14.0,13.0,18.0,1.0,0.0,0.0,0.0,761
$A_{897}$,1414.0,1.0,2.2,1.0,0.0,1.0,49.0,0.5,101.0,4.0,1.0,130.0,887.0,2290.0,13.0,0.0,12.0,1.0,1.0,0.0,1.0,273
$A_{898}$,1876.0,0.0,1.3,1.0,9.0,1.0,64.0,1.0,98.0,3.0,19.0,600.0,1211.0,3132.0,17.0,0.0,2.0,1.0,1.0,1.0,3.0,216
$A_{899}$,1976.0,1.0,2.6,1.0,6.0,0.0,45.0,1.0,136.0,4.0,19.0,652.0,1933.0,2470.0,11.0,1.0,3.0,0.0,0.0,0.0,3.0,1263
$A_{900}$,869.0,0.0,1.3,1.0,3.0,0.0,34.0,0.1,104.0,2.0,4.0,478.0,539.0,3864.0,13.0,3.0,11.0,1.0,0.0,0.0,3.0,1511
$A_{901}$,1391.0,0.0,1.4,0.0,2.0,1.0,36.0,0.8,182.0,1.0,6.0,14.0,1256.0,3139.0,14.0,7.0,14.0,1.0,1.0,0.0,2.0,1225
$A_{902}$,732.0,1.0,2.3,1.0,7.0,1.0,39.0,0.6,188.0,7.0,11.0,1163.0,1554.0,3681.0,19.0,3.0,15.0,1.0,1.0,1.0,3.0,14
$A_{903}$,1453.0,0.0,1.6,1.0,12.0,1.0,52.0,0.3,96.0,2.0,18.0,187.0,1311.0,2373.0,10.0,1.0,10.0,1.0,1.0,1.0,2.0,119
$A_{904}$,1451.0,1.0,0.5,0.0,5.0,1.0,57.0,0.6,181.0,8.0,12.0,812.0,1456.0,3038.0,15.0,7.0,18.0,1.0,0.0,1.0,3.0,479
$A_{905}$,672.0,0.0,0.5,0.0,7.0,1.0,35.0,0.1,99.0,8.0,17.0,574.0,1267.0,1403.0,16.0,7.0,6.0,1.0,0.0,0.0,0.0,1233
$A_{906}$,665.0,1.0,0.7,0.0,0.0,1.0,31.0,0.1,185.0,5.0,2.0,496.0,1804.0,690.0,5.0,2.0,15.0,1.0,0.0,0.0,0.0,1102
$A_{907}$,832.0,0.0,1.1,0.0,0.0,1.0,46.0,0.3,93.0,6.0,0.0,820.0,1366.0,3317.0,8.0,0.0,19.0,1.0,1.0,0.0,3.0,1252
$A_{908}$,1569.0,0.0,2.8,1.0,17.0,0.0,44.0,0.3,110.0,4.0,20.0,45.0,1942.0,1260.0,9.0,2.0,17.0,1.0,0.0,0.0,1.0,1077
$A_{909}$,1447.0,0.0,0.5,0.0,3.0,0.0,40.0,0.7,184.0,2.0,5.0,963.0,1062.0,471.0,8.0,4.0,20.0,0.0,0.0,1.0,0.0,1508
$A_{910}$,1129.0,1.0,2.8,1.0,0.0,0.0,49.0,0.5,185.0,2.0,2.0,1070.0,1079.0,1857.0,8.0,4.0,5.0,1.0,1.0,1.0,1.0,215
$A_{911}$,712.0,0.0,2.5,1.0,1.0,0.0,49.0,0.6,99.0,6.0,3.0,1131.0,1743.0,401.0,5.0,0.0,10.0,1.0,0.0,1.0,0.0,997
$A_{912}$,1676.0,0.0,1.6,0.0,2.0,0.0,37.0,0.2,145.0,1.0,3.0,134.0,1197.0,2515.0,14.0,8.0,4.0,1.0,0.0,1.0,2.0,1482
$A_{913}$,626.0,0.0,0.7,1.0,2.0,1.0,23.0,0.5,187.0,2.0,9.0,90.0,1334.0,3458.0,7.0,5.0,11.0,1.0,0.0,1.0,2.0,810
$A_{914}$,1889.0,0.0,2.8,0.0,5.0,1.0,31.0,1.0,132.0,1.0,10.0,170.0,1106.0,3672.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,839
$A_{915}$,852.0,1.0,1.6,1.0,6.0,1.0,54.0,0.4,147.0,5.0,7.0,538.0,730.0,1275.0,13.0,7.0,12.0,1.0,0.0,1.0,0.0,87
$A_{916}$,1375.0,0.0,0.5,1.0,2.0,1.0,35.0,0.1,194.0,2.0,3.0,227.0,772.0,1947.0,15.0,13.0,15.0,1.0,1.0,1.0,1.0,183
$A_{917}$,1753.0,0.0,1.2,0.0,8.0,1.0,12.0,0.9,113.0,7.0,17.0,387.0,1595.0,1445.0,17.0,16.0,12.0,1.0,1.0,1.0,1.0,337
$A_{918}$,1663.0,1.0,0.5,0.0,0.0,0.0,40.0,0.6,147.0,4.0,15.0,951.0,1545.0,1336.0,8.0,5.0,15.0,1.0,0.0,0.0,1.0,1396
$A_{919}$,1276.0,1.0,2.9,1.0,2.0,0.0,53.0,0.3,130.0,2.0,3.0,217.0,735.0,3798.0,19.0,10.0,8.0,1.0,1.0,1.0,3.0,196
$A_{920}$,1778.0,0.0,1.4,1.0,3.0,1.0,45.0,1.0,132.0,4.0,17.0,88.0,516.0,1624.0,15.0,13.0,9.0,1.0,1.0,0.0,1.0,530
$A_{921}$,528.0,0.0,1.7,0.0,12.0,1.0,6.0,0.8,142.0,2.0,15.0,574.0,637.0,3256.0,9.0,8.0,6.0,1.0,1.0,0.0,2.0,1011
$A_{922}$,984.0,1.0,0.5,0.0,13.0,1.0,42.0,0.8,98.0,7.0,17.0,1036.0,1611.0,898.0,16.0,8.0,13.0,1.0,1.0,0.0,0.0,223
$A_{923}$,1547.0,1.0,2.9,0.0,2.0,0.0,57.0,0.4,114.0,1.0,3.0,347.0,957.0,1620.0,9.0,2.0,19.0,0.0,1.0,1.0,1.0,734
$A_{924}$,1362.0,1.0,2.9,0.0,0.0,0.0,47.0,0.5,186.0,6.0,4.0,600.0,1042.0,3629.0,19.0,17.0,5.0,0.0,1.0,1.0,3.0,703
$A_{925}$,1732.0,0.0,0.8,0.0,2.0,0.0,61.0,0.3,172.0,5.0,3.0,201.0,656.0,3940.0,17.0,11.0,20.0,0.0,1.0,1.0,3.0,1219
$A_{926}$,726.0,0.0,2.2,0.0,0.0,1.0,40.0,0.8,94.0,4.0,20.0,323.0,978.0,1342.0,16.0,11.0,4.0,1.0,1.0,1.0,0.0,457
$A_{927}$,1352.0,0.0,2.4,0.0,5.0,1.0,6.0,0.9,92.0,6.0,9.0,629.0,1299.0,1309.0,12.0,1.0,14.0,1.0,0.0,0.0,1.0,1432
$A_{928}$,865.0,0.0,2.9,0.0,5.0,0.0,16.0,0.1,89.0,4.0,12.0,335.0,1009.0,3494.0,13.0,3.0,14.0,0.0,0.0,1.0,3.0,1509
$A_{929}$,553.0,0.0,0.5,1.0,2.0,1.0,23.0,0.5,119.0,3.0,3.0,993.0,1517.0,2981.0,7.0,3.0,14.0,1.0,0.0,0.0,2.0,1258
$A_{930}$,1895.0,0.0,0.5,0.0,2.0,1.0,5.0,0.7,134.0,1.0,11.0,725.0,1335.0,774.0,15.0,4.0,6.0,1.0,1.0,0.0,1.0,1238
$A_{931}$,1043.0,1.0,0.5,0.0,7.0,0.0,42.0,0.1,111.0,3.0,8.0,716.0,1626.0,912.0,16.0,9.0,6.0,0.0,1.0,0.0,0.0,983
$A_{932}$,1135.0,1.0,2.0,1.0,0.0,0.0,46.0,0.3,83.0,1.0,4.0,293.0,1846.0,3029.0,19.0,17.0,9.0,1.0,1.0,1.0,3.0,186
$A_{933}$,1908.0,0.0,0.5,0.0,9.0,1.0,30.0,1.0,111.0,2.0,19.0,140.0,1046.0,2944.0,19.0,17.0,17.0,1.0,0.0,1.0,3.0,954
$A_{934}$,1288.0,0.0,2.8,1.0,15.0,0.0,50.0,0.1,121.0,2.0,20.0,1177.0,1809.0,3129.0,17.0,6.0,2.0,0.0,0.0,0.0,3.0,1325
$A_{935}$,622.0,0.0,0.7,0.0,0.0,1.0,9.0,0.3,127.0,2.0,0.0,98.0,511.0,3916.0,13.0,1.0,5.0,1.0,0.0,1.0,2.0,1368
$A_{936}$,673.0,1.0,2.2,1.0,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2.0,9.0,1.0,1.0,1.0,2.0,233
$A_{937}$,1132.0,0.0,1.0,0.0,0.0,0.0,8.0,0.1,157.0,1.0,4.0,1091.0,1293.0,1950.0,11.0,2.0,6.0,0.0,1.0,1.0,1.0,1337
$A_{938}$,907.0,0.0,1.4,1.0,3.0,0.0,42.0,0.2,151.0,1.0,16.0,171.0,507.0,584.0,11.0,9.0,6.0,1.0,0.0,0.0,0.0,1373
$A_{939}$,1960.0,1.0,2.1,0.0,1.0,0.0,7.0,0.2,165.0,7.0,9.0,868.0,877.0,3773.0,11.0,9.0,6.0,0.0,1.0,1.0,3.0,770
$A_{940}$,798.0,1.0,0.5,1.0,7.0,0.0,2.0,0.8,148.0,2.0,15.0,497.0,627.0,3593.0,14.0,9.0,3.0,0.0,1.0,0.0,2.0,856
$A_{941}$,843.0,0.0,1.3,1.0,1.0,0.0,16.0,0.9,119.0,7.0,4.0,593.0,732.0,1734.0,17.0,8.0,14.0,0.0,0.0,1.0,1.0,1292
$A_{942}$,1142.0,1.0,1.4,1.0,6.0,0.0,6.0,0.7,190.0,8.0,8.0,534.0,855.0,663.0,12.0,4.0,5.0,0.0,1.0,1.0,0.0,286
